CustomerID,age,salary_k,tenure_years,number_of_logins,complaints,engagement_score,subscription_type,region,device_type,signup_date,last_active_date,churn
CUST_3A4479D9,48.36613028524049,17.716889261480517,2.4,16,4,7.69,Basic,India,Web,2021-01-29,2024-07-02,1
CUST_CEB3E298,30.18109358784582,40.869871085218826,6.87,30,2,27.3,Standard,India,Mobile,2022-03-26,2024-05-15,0
CUST_1FDA4ACA,43.45186949461677,42.8935425452791,6.38,25,0,25.0,Standard,India,Web,2021-09-17,2024-04-24,0
CUST_4D30E71D,43.842400822231546,16.055856833721627,0.49,28,1,12.66,Basic,USA,Mobile,2017-06-23,2024-04-17,0
CUST_608A981E,49.78768201776279,28.988582367919776,0.26,12,4,6.46,Standard,USA,Mobile,2022-06-27,2024-06-28,0
CUST_53827F11,32.446704968707465,55.31544726971972,1.05,23,2,18.14,Premium,India,Mobile,2022-10-23,2024-10-31,0
CUST_85E1FAB4,47.0030739292488,30.53700712829006,10.0,20,3,29.85,Basic,India,Smart TV,2016-10-02,2024-04-24,0
CUST_6AF0194D,34.48965384056935,49.05201057671483,0.07,17,0,5.56,Premium,India,Mobile,2017-05-28,2024-07-14,0
CUST_093157E5,26.803227556353875,,3.35,19,3,16.57,Standard,UK,Mobile,2018-01-15,2024-09-09,0
CUST_A7FEF852,44.625514488473655,15.619143615951387,2.81,21,2,16.55,Basic,USA,Smart TV,2021-09-06,2024-08-23,0
CUST_1F11150D,49.556111613707486,25.54284677114363,3.12,25,2,18.64,Standard,UK,Smart TV,2015-09-07,2024-08-17,0
CUST_1E1A3450,62.74746613549836,26.18743092183372,0.74,18,2,7.7,Standard,USA,Web,2016-07-28,2024-06-25,0
CUST_A9114079,28.88888053603471,25.754621391734197,0.77,24,1,15.0,Basic,India,Web,2018-05-24,2024-07-08,0
CUST_CC7988B0,44.60167018185736,37.127692058717784,1.69,17,1,16.6,Basic,Germany,Smart TV,2024-10-23,2024-05-20,0
CUST_0F10479E,33.32532791977352,31.792912952150573,0.3,18,3,12.15,Standard,Canada,Smart TV,2017-04-24,2024-12-17,0
CUST_DFD54864,41.46224444258934,7.088964944179746,0.23,17,3,11.18,Basic,Germany,Smart TV,2018-03-09,2024-11-18,0
CUST_7C0D6D31,26.250075237981275,13.935591495198802,0.28,24,3,9.66,Basic,India,Mobile,2022-08-13,2024-06-26,1
CUST_70A5AD5A,27.792363077412155,9.532986319746058,2.55,23,2,15.52,Basic,UK,Web,2021-03-17,2024-12-20,0
CUST_6CDEA3FB,32.079567750277185,27.527324185707936,1.52,20,3,11.13,Standard,USA,Smart TV,2019-11-30,2024-07-04,0
CUST_539F6A07,39.914710834395976,30.067581366274172,1.04,16,2,9.8,Standard,India,Mobile,2020-06-25,2024-07-17,0
CUST_99BFC220,29.04475679910051,29.66671928732256,1.14,25,5,16.41,Basic,Canada,Web,2019-06-12,2024-11-09,0
CUST_0F6DEFC3,44.68077615434309,16.216268406308895,0.7,22,6,13.86,Basic,India,Smart TV,2017-01-31,2024-04-05,1
CUST_F936C88A,46.90860988543601,35.98071169361846,1.59,18,1,12.44,Standard,India,Web,2019-09-16,2024-12-12,0
CUST_23395485,42.034218387540136,37.178327174645524,0.68,19,4,8.74,Standard,India,Mobile,2022-02-03,2024-07-15,0
CUST_8C15C2FB,54.63334491434263,15.383791378518932,3.59,22,0,19.89,Basic,USA,Web,2022-12-26,2024-10-13,0
CUST_2DA21FE1,42.31991908981391,13.51579575124548,0.4,15,2,9.37,Basic,USA,Smart TV,2019-09-21,2024-11-19,0
CUST_18C0A18C,28.021651880541064,25.926083581853863,8.88,23,1,22.88,Basic,Germany,Mobile,2015-07-18,2024-09-23,0
CUST_5DCC214A,49.85016971128843,57.10882580252202,0.28,19,3,10.79,Standard,Canada,Mobile,2020-12-24,2024-09-13,0
CUST_1B33E877,34.69323387107123,55.9311445858638,8.62,15,0,22.25,Premium,India,Web,2018-07-11,2024-07-24,0
CUST_43ED3D5C,45.92533538387067,32.49363049992249,5.37,28,3,24.14,Basic,USA,Web,2024-06-27,2024-09-14,0
CUST_E0EFB608,50.9186863815091,17.29651874809726,3.42,18,5,13.77,Basic,India,Web,2022-11-17,2024-05-10,1
CUST_63D64DEC,42.703106002545276,38.53452346614825,7.3,23,2,26.42,Basic,India,Web,2015-10-19,2024-09-06,0
CUST_823A08A7,25.047003410418757,21.052684054791907,0.45,19,0,11.06,Basic,USA,Smart TV,2020-06-09,2024-02-09,1
CUST_C840B585,28.24601508333816,16.388923362639062,0.58,25,0,14.41,Basic,Canada,Web,2018-06-05,2024-05-12,1
CUST_E966CC34,51.3653780921818,9.77482689577258,0.87,19,2,11.59,Basic,India,Mobile,2018-03-02,2024-08-30,0
CUST_5F592EC9,34.7222176903465,25.815389781223587,0.84,24,4,14.12,Basic,India,Web,2017-03-10,2024-09-20,1
CUST_207D3DC1,40.09892731685767,19.90155062684908,1.12,18,3,10.21,Basic,India,Smart TV,2024-03-21,2024-12-25,0
CUST_E775F93F,44.00577197746633,28.68343082959551,2.57,20,3,15.45,Standard,UK,Smart TV,2017-11-12,2024-07-12,0
CUST_F750232F,45.556465552703564,9.218910576346204,0.09,32,2,17.68,Basic,India,Smart TV,2021-03-16,2024-12-17,0
CUST_9BA6C3EA,41.39696608810356,27.60475146134819,1.45,23,2,14.43,Standard,UK,Web,2021-05-15,2024-05-18,0
CUST_F0F42B47,36.89269316404631,8.527623531023416,0.85,31,3,17.25,Basic,India,Mobile,2015-08-23,2024-02-26,1
CUST_36485926,35.425758910845474,164.71563706846277,2.8,60,1,13.64,Standard,India,Web,2022-10-09,2024-06-14,0
CUST_E2A286AA,45.10904507288738,32.18761217449086,10.0,15,1,28.65,Standard,UK,Web,2020-10-29,2024-03-05,0
CUST_69F36173,43.740146576632426,22.06861704792007,2.19,19,4,16.04,Standard,India,Mobile,2020-02-01,2024-09-05,1
CUST_6F75C88C,33.64284924073119,31.39924091836669,1.66,18,1,14.08,Standard,USA,Mobile,2017-01-19,2024-03-28,0
CUST_05C6EE48,45.226854191224234,17.33255176050717,1.38,30,4,17.29,Basic,USA,Mobile,2018-12-22,2024-04-12,1
CUST_0BA0E7B7,38.75936631993058,25.81686837740391,4.61,9,0,15.91,Standard,Canada,Mobile,2023-10-22,2024-04-07,0
CUST_E9AE6E27,31.899797724709344,37.110359624025385,0.22,8,1,4.6,Standard,India,Web,2020-08-01,2024-06-14,0
CUST_B474C4EE,32.507727768809154,5.935664079050855,9.64,20,7,26.15,Basic,USA,Mobile,2024-09-16,2024-09-16,1
CUST_60A63866,27.35842374719264,21.345076955163535,1.62,15,3,12.61,Standard,Canada,Web,2017-09-09,2024-03-31,0
CUST_14464149,34.90788382694199,24.778056525632554,1.13,18,2,9.23,Standard,UK,Web,2022-05-07,2024-09-01,0
CUST_49E7EC13,47.973856591699764,23.43049084633327,10.0,20,3,28.62,Standard,Canada,Smart TV,2018-11-27,2024-11-06,0
CUST_976D713A,33.45306854586556,50.47252668729942,8.24,21,2,26.93,Standard,Germany,Smart TV,2016-02-28,2024-05-04,0
CUST_B4A509CC,42.31995502280025,15.39862942790303,3.08,22,5,17.98,Basic,USA,Web,2017-02-26,2024-06-23,1
CUST_787E11CE,33.55426572456477,18.535300239744842,0.06,20,7,11.67,Basic,India,Web,2015-01-28,2024-06-06,1
CUST_53A70813,38.67901005452582,10.649725220238533,4.14,17,1,13.35,Basic,India,Mobile,2020-03-21,2024-02-14,0
CUST_C728D57F,23.766929919977606,50.04007301358359,1.23,22,2,14.39,Standard,USA,Mobile,2016-09-25,2024-02-09,0
CUST_2B0D10B9,37.014380487253405,22.991249666910317,1.47,20,0,9.86,Standard,UK,Smart TV,2020-07-06,2024-07-05,0
CUST_12224300,35.39049308810091,22.047152897122057,0.52,22,2,12.32,Standard,USA,Smart TV,2015-11-15,2024-08-09,0
CUST_DD519C46,39.46976957923192,24.196601884744112,2.22,13,0,10.85,Standard,India,Mobile,2015-12-29,2024-10-16,0
CUST_CCE8D615,38.97089637712705,33.8446484440905,4.09,11,0,9.41,Basic,Germany,Web,2017-07-23,2024-04-13,0
CUST_B2747D5E,27.24822760461186,29.161702156270835,,21,4,16.8,Basic,Canada,Web,2016-04-29,2024-08-28,1
CUST_F263C70B,46.70924963163998,88.39198622418569,8.38,12,1,18.75,Premium,USA,Mobile,2017-06-27,2024-07-16,0
CUST_514A2073,42.018293776036856,33.068944593814,0.65,19,4,11.1,Standard,UK,Web,2016-09-20,2024-10-28,0
CUST_18783E30,41.33250272643566,18.820840592014864,0.21,24,4,11.82,Basic,UK,Web,2016-11-21,2024-04-23,1
CUST_76C74916,36.060407252148124,20.580261575481437,3.1,29,4,20.19,Basic,India,Mobile,2015-11-15,2024-10-19,1
CUST_F74FD6B2,34.66341112414637,21.457473356246627,5.68,19,1,17.26,Standard,Canada,Smart TV,2016-01-19,2024-04-09,0
CUST_F0691AF7,40.76247014748846,13.015349045939125,9.18,29,3,33.92,Basic,UK,Smart TV,2022-07-05,2024-05-10,0
CUST_46B90C5C,42.39733628195879,26.188720454658995,4.37,17,0,21.96,Standard,USA,Smart TV,2020-06-03,2024-05-05,0
CUST_84666A63,22.97590315228177,35.293350425565066,0.67,18,1,10.14,Standard,Germany,Mobile,2019-09-17,2024-08-11,0
CUST_405A9798,30.19152173274375,19.38912276384135,10.0,24,2,32.54,Basic,UK,Mobile,2021-10-20,2024-12-02,0
CUST_7A4E070E,36.58849370950056,17.7822748137905,7.56,21,5,25.47,Basic,USA,Web,2022-12-13,2024-05-14,1
CUST_3DD2B7ED,41.92734359958478,47.62670747333906,0.53,10,0,7.9,Premium,Canada,Web,2022-03-16,2024-11-27,0
CUST_6E18CF3B,48.69787799586611,12.816302084728427,2.45,25,2,19.34,Basic,Canada,Mobile,2018-07-21,2024-07-26,0
CUST_0DF6B63A,30.797334446879933,9.398191488660151,2.43,18,2,11.16,Basic,USA,Web,2024-06-07,2024-08-13,0
CUST_E5EA92D5,31.413062292662254,14.172487154532114,1.75,24,4,13.51,Basic,Canada,Mobile,2024-09-01,2024-09-20,1
CUST_47F275BD,32.30732801279345,12.257986819871245,10.0,11,2,23.87,Basic,UK,Mobile,2019-06-08,2024-11-04,0
CUST_541F546C,32.23034041200357,30.143043698630198,0.18,24,5,12.58,Basic,India,Smart TV,2023-05-13,2024-08-17,1
CUST_66F97D08,33.4758585808807,75.55689283640321,2.96,75,0,20.36,Standard,Canada,Mobile,2015-12-13,2024-05-08,0
CUST_117F6B3E,44.29968022102003,24.131741517875962,0.69,19,1,5.96,Standard,UK,Web,2023-05-17,2024-04-17,0
CUST_60F930F6,30.29920988459249,42.79311724129864,2.25,20,0,15.39,Premium,India,Mobile,2018-02-24,2024-02-13,0
CUST_B9865CFC,42.146785986547485,17.616246603227992,4.54,18,0,21.19,Basic,India,Mobile,2019-04-23,2024-04-21,0
CUST_E68E449C,22.833382103736817,33.56462476128692,0.85,22,1,12.01,Standard,India,Smart TV,2022-01-30,2024-06-08,0
CUST_062FC211,31.625626070464627,52.24760993147134,1.5,15,0,10.34,Premium,Germany,Smart TV,2015-11-01,2024-08-05,0
CUST_7B374293,34.18945874063447,20.05292731049749,9.03,27,2,33.53,Basic,USA,Mobile,2016-12-06,2024-01-12,0
CUST_00CD2DA6,54.765864186264224,35.31453544748975,4.3,17,3,18.63,Standard,India,Mobile,2022-03-05,2024-01-10,0
CUST_C7C686FC,36.11689897753714,24.287212466092015,2.55,20,0,14.41,Basic,India,Mobile,2015-03-13,2024-11-20,0
CUST_DE04B967,18.48549262549431,38.44714643240606,0.75,19,5,11.82,Basic,India,Web,2023-10-12,2024-04-28,1
CUST_AEE4EBF7,19.97358644859345,13.373788442846616,1.66,21,1,7.51,Basic,UK,Web,2021-03-27,2024-09-12,0
CUST_8C24496A,35.9532703946227,11.677051210550967,4.46,27,3,23.19,Basic,India,Mobile,2018-07-28,2024-04-15,1
CUST_A0EA71EA,43.41766168573842,21.164967952974603,5.15,21,1,20.84,Standard,USA,Mobile,2019-01-12,2024-06-28,0
CUST_BFE70BC3,42.81372051249413,16.117173071110983,0.84,22,0,15.91,Basic,Canada,Web,2024-04-16,2024-12-25,0
CUST_43CA8F91,40.3230033312103,19.498390039879894,3.25,19,4,19.29,Basic,UK,Mobile,2017-01-10,2024-02-20,1
CUST_A23C3FF0,49.519022853531155,23.37512583206228,0.3,20,4,10.26,Standard,USA,Smart TV,2017-06-05,2024-07-19,1
CUST_2C660324,33.35227863464557,33.937338631360696,0.07,31,4,18.33,Basic,Canada,Web,2020-03-02,2024-02-24,1
CUST_F7EA69AF,47.23545353406535,20.036091731223646,2.39,18,4,12.28,Standard,India,Web,2019-07-12,2024-09-28,1
CUST_87FC5AFF,23.558498189683053,16.036459210458396,0.76,24,2,13.54,Basic,India,Mobile,2018-09-03,2024-10-01,1
CUST_DB9CCA9A,31.358702559336272,21.45621177657619,0.25,21,2,13.57,Standard,UK,Smart TV,2020-01-04,2024-03-18,0
CUST_298AD3BB,18.172497822593474,17.304961277808125,3.93,24,1,20.3,Basic,USA,Web,2016-08-06,2024-12-09,0
CUST_3E3211CB,33.84158875066735,16.903895530505302,2.07,24,0,17.46,Basic,Germany,Web,2019-09-14,2024-04-15,0
CUST_398D11E1,38.42290045046356,12.774735905798938,4.77,15,3,17.07,Basic,India,Web,2020-06-06,2024-04-01,0
CUST_1D6B5982,39.03574239426512,26.673366475953877,3.27,18,4,14.26,Standard,USA,Mobile,2021-02-20,2024-09-17,0
CUST_8C570CAD,38.629958571090796,18.360469853773655,3.93,14,4,14.45,Basic,India,Web,2022-04-14,2024-07-01,1
CUST_77A37AF9,28.978894251253426,38.73129668463971,1.1,25,1,13.66,Basic,India,Mobile,2015-01-17,2024-04-30,0
CUST_4AA29994,35.088028637681376,13.373615130632345,0.92,34,3,17.86,Basic,India,Mobile,2015-04-25,2024-12-22,0
CUST_BFC734E0,25.11781241845711,20.648589182148314,2.76,20,1,18.19,Basic,India,Web,2021-02-01,2024-05-12,0
CUST_6E111864,51.772231546363706,61.906261433235635,0.67,15,1,7.19,Premium,India,Smart TV,2015-08-19,2024-09-22,0
CUST_42643A61,35.752956345465556,16.32519368973747,5.07,32,1,23.65,Basic,India,Smart TV,2023-05-17,2024-02-10,0
CUST_96E35A4C,34.569515592947106,22.73242081633361,2.22,19,3,17.78,Standard,India,Smart TV,2024-10-25,2024-03-07,1
CUST_0539E9FC,50.79949932500943,15.671130705825066,0.77,26,6,14.31,Basic,USA,Smart TV,2021-01-24,2024-06-07,1
CUST_BA81C0CD,28.550734948563953,13.009832771080964,2.94,20,4,18.3,Basic,India,Mobile,2018-08-17,2024-09-03,1
CUST_C4E430F6,25.93630552657636,47.95433902227177,8.7,14,1,27.34,Premium,India,Mobile,2017-04-09,2024-05-12,0
CUST_B31D5BE9,27.216092761882386,27.97543118180011,0.26,22,4,11.91,Standard,India,Mobile,2016-08-19,2024-05-03,1
CUST_638C65FD,38.14612067803629,26.53442313401134,0.35,23,3,14.09,Basic,Germany,Smart TV,2021-09-13,2024-05-10,0
CUST_BA11ECC9,39.92520291351808,11.392603318795768,5.57,25,3,22.71,Basic,Canada,Web,2021-02-28,2024-11-19,0
CUST_BAA191F9,45.0511769814076,29.499519001034674,,26,4,11.53,Standard,India,Web,2023-03-25,2024-09-12,0
CUST_DB61D905,61.34228589368073,43.610962538137386,0.12,19,0,10.34,Premium,Germany,Web,2020-06-06,2024-07-04,0
CUST_B2D291DA,20.44920921218802,46.889630924192815,1.28,28,2,20.62,Standard,USA,Smart TV,2024-10-27,2024-09-04,0
CUST_69C26BA2,42.03849810321289,34.77192101681714,1.89,25,2,12.87,Standard,India,Mobile,2021-08-13,2024-12-31,0
CUST_A1F6854F,33.37003714879995,15.414922650873935,2.53,16,4,14.39,Basic,Germany,Mobile,2023-07-16,2024-08-01,1
CUST_F6E2E8FA,32.02956248124326,118.6905989178949,2.12,48,2,11.41,Basic,USA,Web,2015-10-14,2024-06-04,0
CUST_59466CC6,37.45721159158178,35.63320125492632,7.33,19,5,20.61,Basic,India,Mobile,2021-09-25,2024-07-25,0
CUST_CBDE0205,29.211908155899344,11.083747505094237,4.39,27,4,22.14,Basic,USA,Smart TV,2021-06-07,2024-04-08,1
CUST_611DC668,50.90100145093247,15.496711251311085,10.0,19,2,28.53,Basic,India,Web,2022-04-05,2024-08-28,0
CUST_42A6F428,45.4634750193181,40.74920165674618,1.94,25,3,14.95,Standard,USA,Mobile,2019-01-15,2024-12-13,0
CUST_5D554336,38.64151923353792,38.857125635889965,0.26,26,5,13.49,Basic,India,Smart TV,2015-11-22,2024-09-21,1
CUST_115502EA,50.377032178306436,12.43368898508554,9.34,30,2,33.62,Basic,India,Web,2019-03-22,2024-09-22,0
CUST_F6276332,23.343787019181985,37.74249757011215,0.01,21,5,5.98,Basic,India,Mobile,2022-09-08,2024-07-24,1
CUST_7D49A601,25.891180973482687,26.670760285968825,4.49,16,3,20.53,Standard,USA,Web,2019-09-07,2024-11-22,0
CUST_48749198,18.44158739163754,34.953791655350805,0.1,17,2,11.73,Basic,USA,Mobile,2024-06-04,2024-07-18,0
CUST_1B2EF308,31.86117213722153,18.753683607237207,4.3,24,3,23.81,Basic,USA,Web,2021-06-08,2024-09-20,0
CUST_FB410E50,38.02469859215604,34.412010754100145,8.34,23,2,28.24,Standard,USA,Web,2018-02-15,2024-06-02,0
CUST_B853EB4B,38.70987175186,35.3300690331513,,24,1,15.26,Standard,India,Mobile,2022-07-08,2024-02-02,0
CUST_EDA716D0,38.71486732221683,23.993353194463698,0.83,19,0,13.62,Standard,Canada,Smart TV,2021-05-19,2024-12-21,0
CUST_E8EAA79D,25.922635513834905,24.38128210986706,0.77,13,2,11.55,Standard,USA,Mobile,2017-05-21,2024-01-19,0
CUST_E6F4DABB,44.734184899826275,19.951947602505193,2.03,27,6,20.3,Basic,UK,Web,2022-06-17,2024-05-24,1
CUST_6DED311D,41.311992718328256,53.19153314730474,0.56,18,2,10.25,Premium,USA,Mobile,2018-12-27,2024-08-15,0
CUST_3F587F1E,43.86978704783011,23.225468994695348,3.35,28,1,21.19,Basic,Canada,Smart TV,2024-03-31,2024-03-16,0
CUST_7FC7FCFE,20.28257844945812,17.038975887053297,1.38,17,2,13.33,Basic,India,Mobile,2021-06-28,2024-12-24,0
CUST_9A897A04,43.01392115699027,17.403290140008718,1.17,24,2,13.62,Basic,India,Mobile,2018-10-15,2024-10-05,0
CUST_91BBCB54,29.465657760391746,27.940747203101093,1.86,23,2,15.97,Basic,UK,Mobile,2019-12-07,2024-04-07,0
CUST_7FF46868,34.28533666051426,35.47408515967702,2.35,20,4,12.34,Basic,UK,Mobile,2015-08-20,2024-11-29,0
CUST_6A3AD91C,43.25654567278889,13.848434512478853,0.46,21,0,8.2,Basic,Germany,Smart TV,2023-08-13,2024-10-04,0
CUST_5CF7EFF3,34.646646638318245,55.05747832696362,3.69,10,2,11.46,Premium,USA,Mobile,2017-10-27,2024-09-30,0
CUST_6516ADA5,32.468696623294264,29.99855817475806,6.44,20,3,22.05,Standard,Germany,Web,2018-02-09,2024-11-11,0
CUST_4D97E7AC,38.945615123062915,30.76908789363052,0.98,17,3,9.61,Standard,Germany,Web,2016-06-27,2024-06-04,0
CUST_5DF5BB58,20.9297491102306,23.701265553372014,0.6,17,2,9.73,Standard,Germany,Mobile,2018-12-06,2024-08-22,1
CUST_573EDFBA,48.98863860212441,26.452600426113502,4.29,19,2,19.2,Standard,USA,Mobile,2024-03-10,2024-11-18,0
CUST_D0DD44B2,37.982157930222606,23.12714172405953,0.61,21,3,11.57,Standard,Canada,Mobile,2016-03-16,2024-06-06,0
CUST_5BEA4CE9,50.22851303252714,41.606374382770774,0.13,17,1,9.76,Standard,USA,Web,2022-12-21,2024-11-16,0
CUST_C9EBB42F,36.47833826887115,25.160354207674214,2.9,21,4,16.53,Standard,Germany,Mobile,2018-11-19,2024-03-01,1
CUST_B4BF5C0E,34.97239406395024,37.34035718583368,0.82,27,1,16.44,Standard,India,Web,2023-09-25,2024-06-23,0
CUST_E0733729,28.699691619712755,19.720519758973907,0.57,21,1,9.71,Basic,India,Web,2017-09-03,2024-07-05,1
CUST_09A4E189,43.79956138845239,26.985716336758557,10.0,17,0,30.44,Standard,USA,Mobile,2016-09-15,2024-05-08,0
CUST_702FB1AA,33.68899790737708,71.78880520134061,1.04,60,2,13.13,Basic,Germany,Mobile,2018-08-16,2024-05-04,0
CUST_5DA1BF16,42.772878151874856,43.78669030872985,7.01,16,1,20.4,Premium,USA,Smart TV,2015-06-24,2025-01-01,0
CUST_D63B5B40,35.65398438633546,17.740513191211694,0.59,19,0,10.95,Basic,India,Web,2018-10-17,2024-09-20,1
CUST_872738F1,22.03003311983408,22.136948510146823,5.13,37,7,27.24,Basic,USA,Mobile,2023-06-24,2024-03-18,1
CUST_9CEB81C1,34.38758233024493,23.333352782897876,2.09,19,0,16.46,Standard,Germany,Mobile,2016-07-02,2024-06-16,0
CUST_5CCE9049,26.556711285912744,21.53425679938809,0.25,18,3,5.99,Basic,USA,Mobile,2023-04-07,2024-10-19,1
CUST_25ABEB9D,39.926843761782635,,3.97,23,1,18.15,Basic,India,Web,2024-03-02,2024-12-03,0
CUST_01753F5A,27.643366712458835,22.52797059315432,6.68,25,1,27.46,Standard,USA,Web,2020-01-09,2024-07-26,0
CUST_B44A83E6,46.21917545981263,47.165790518355095,0.53,20,2,12.08,Standard,UK,Web,2021-06-19,2024-08-27,0
CUST_73B97053,35.81132213303282,16.860573519408337,3.88,19,4,19.43,Basic,USA,Web,2023-04-11,2024-09-28,1
CUST_CEAD96FB,34.93332874198168,25.219968691326685,1.77,12,0,6.91,Standard,India,Smart TV,2017-12-31,2024-07-01,0
CUST_5673D0C6,42.60271111261887,18.61929394023262,4.21,19,4,15.91,Basic,USA,Web,2019-12-23,2024-03-07,1
CUST_53D939BF,48.192866108275126,31.09894435032197,3.75,13,0,16.11,Standard,USA,Web,2023-08-03,2024-01-27,0
CUST_33E8F4EF,39.1976126692171,25.400389044514327,0.08,21,2,12.56,Standard,USA,Web,2019-12-23,2024-03-20,0
CUST_F673F275,31.514013439689506,24.024059686283525,0.59,19,3,9.01,Standard,UK,Mobile,2020-08-12,2024-06-15,0
CUST_EB619C03,19.576808880309457,41.96326300491982,1.91,24,2,19.91,Standard,India,Mobile,2023-01-27,2024-07-06,0
CUST_A516772F,30.927819777732772,18.388630262453553,8.14,30,2,31.39,Basic,Canada,Web,2021-11-24,2024-03-18,0
CUST_CA0E4404,34.87059391829885,32.40594061619821,1.26,22,1,12.8,Standard,USA,Web,2021-12-24,2024-03-01,0
CUST_B5163096,38.554878212888,19.038697393887205,2.97,21,2,13.67,Basic,USA,Mobile,2024-04-21,2024-05-02,0
CUST_6F1D1ADE,33.83756005921009,25.959780607372586,0.04,16,1,9.28,Standard,India,Smart TV,2016-10-17,2024-03-17,0
CUST_84B3D7BE,42.47664288523005,14.061156909216882,3.73,21,1,18.73,Basic,India,Mobile,2020-06-12,2024-04-09,0
CUST_B585229C,33.120156793505764,,2.77,22,4,15.91,Basic,USA,Mobile,2021-11-03,2024-10-22,1
CUST_DF9D0857,39.005441424161326,23.94511902063581,3.77,20,1,16.51,Standard,UK,Smart TV,2024-07-23,2024-04-16,0
CUST_6A8EA0AC,51.48532100609877,55.412725393686785,7.05,21,0,23.47,Premium,UK,Smart TV,2019-02-10,2024-09-15,0
CUST_E6D2D048,39.951453945109265,25.05927408722573,0.48,18,2,6.95,Standard,USA,Mobile,2022-04-04,2024-11-18,0
CUST_D1A91D03,34.88441775919201,55.71344286001651,0.91,19,3,13.36,Premium,USA,Mobile,2015-10-21,2024-02-15,0
CUST_EADA4CC1,30.255041998100758,28.242899942457747,10.0,21,3,33.09,Standard,India,Mobile,2020-07-29,2024-09-22,0
CUST_26A1060A,33.32420890630806,20.474085449245774,0.51,15,1,3.45,Standard,USA,Mobile,2022-12-06,2024-05-19,0
CUST_CAF6F2BB,27.701735099649333,48.15353882294105,3.83,12,0,13.43,Premium,India,Mobile,2015-09-21,2024-01-18,0
CUST_FE967DB2,32.294775646861744,,3.87,19,2,17.65,Basic,Canada,Smart TV,2016-04-06,2024-03-31,0
CUST_320022DD,46.012131933873334,19.099826897204686,,24,2,20.38,Basic,USA,Mobile,2015-09-29,2024-11-26,0
CUST_6D70E8F2,36.225361776759165,32.248865958953814,0.77,22,4,11.64,Standard,India,Mobile,2021-01-05,2024-05-06,1
CUST_E4D0B11A,26.95668583720508,22.221174999981333,0.73,12,0,7.1,Standard,Canada,Mobile,2023-01-27,2024-03-06,1
CUST_17495AF0,54.94400871947403,9.705955067014559,3.29,25,7,19.58,Basic,Germany,Web,2016-02-18,2024-03-09,1
CUST_14BAEDA9,41.0673316146192,37.6380195008009,0.62,18,0,10.53,Standard,India,Web,2019-07-13,2024-01-27,0
CUST_70A5F490,24.99088807338242,40.95562526853068,3.25,17,0,16.57,Standard,USA,Mobile,2016-07-17,2024-06-14,0
CUST_C1E0E828,34.85439042014638,60.777486426493354,2.03,14,2,8.7,Premium,Canada,Mobile,2024-02-11,2024-07-24,0
CUST_94A4F307,35.38444413929825,32.4215607421526,1.47,15,2,7.91,Standard,Canada,Mobile,2022-11-09,2024-02-12,0
CUST_D6493002,54.88943252573409,22.901984328559397,1.07,26,1,14.34,Basic,USA,Mobile,2022-07-07,2024-11-14,0
CUST_C744AC74,30.32516527997646,37.77474250614716,8.85,17,3,23.16,Standard,USA,Web,2022-04-20,2024-06-30,0
CUST_8D1E17B0,44.13831024657983,35.45629186554129,2.13,13,1,15.88,Standard,India,Web,2024-02-12,2024-01-28,0
CUST_DA263734,51.78627430254246,54.34014781961867,2.47,25,1,15.5,Premium,UK,Mobile,2018-08-07,2024-01-30,0
CUST_970350F3,31.37632983813224,23.291258124204475,8.94,25,1,32.29,Basic,India,Mobile,2024-10-07,2024-09-07,0
CUST_79C4EAAB,35.533133509924845,24.82825904009345,3.18,21,3,19.91,Standard,Canada,Mobile,2019-12-28,2024-07-15,0
CUST_2336AA15,27.983075073360887,18.15076837384206,,18,4,28.51,Basic,UK,Mobile,2016-07-24,2024-03-16,1
CUST_B9C91AAA,32.66875278177053,32.20745488612028,0.34,18,5,8.12,Basic,Germany,Mobile,2019-08-27,2024-01-06,1
CUST_F24DD002,37.04716955767856,12.181011017645307,5.62,20,3,21.55,Basic,USA,Mobile,2020-09-12,2024-07-21,0
CUST_A3E4AD90,40.10047484853835,39.833008970258255,1.23,18,1,8.7,Standard,USA,Smart TV,2019-07-16,2024-07-14,0
CUST_7B21FE87,48.62158997380494,33.23950443809863,4.99,27,1,20.57,Basic,India,Mobile,2016-06-17,2024-10-12,0
CUST_B695385C,30.912986407884368,31.724383328217737,5.81,18,1,24.62,Standard,India,Smart TV,2023-02-28,2024-01-17,0
CUST_012E459D,21.71619884726013,28.233065155483512,0.95,19,5,8.1,Standard,USA,Web,2022-08-14,2024-05-14,1
CUST_0C2C1EFA,38.21632090266608,52.02835559203753,1.58,17,1,8.03,Premium,Germany,Web,2017-12-03,2024-02-05,0
CUST_E14564C7,40.34290185749983,38.26389687587008,3.88,23,0,20.66,Standard,USA,Smart TV,2018-11-05,2024-12-25,0
CUST_3BB0E0E2,37.08551300869859,20.230374765971153,0.31,23,6,10.9,Basic,India,Mobile,2023-12-01,2024-07-16,1
CUST_3BA54DFA,35.22142781052741,18.789709433936498,4.23,18,5,20.0,Basic,UK,Mobile,2015-05-02,2024-10-23,1
CUST_82768097,38.9554623312646,16.889477011922846,0.35,23,6,5.17,Basic,UK,Mobile,2021-03-05,2024-06-13,1
CUST_E22FE726,50.89619537161445,31.202394641900906,7.38,13,1,21.05,Standard,UK,Smart TV,2019-05-30,2024-04-30,0
